Dates,PR_0.05,PR_0.08,PR_0.1
2021-07-01,0.0007494989979960544,0.0009098196392786115,0.0009859719438878262
2021-07-14,0.0008296593186373329,0.0010140280561122736,0.0011182364729459358
2021-07-27,0.0008496993987976525,0.0010621242484970407,0.0011462925851703832
2021-08-09,0.0010581162324649767,0.0012945891783567485,0.0013867735470942189
2021-08-22,0.0016673346693386938,0.0019879759519038083,0.0019879759519038083
2021-09-04,0.0007014028056112873,0.0007014028056112873,0.0007014028056112873
2021-09-17,4.008016032163927e-06,4.008016032163927e-06,4.008016032163927e-06
2021-09-30,2.0040080160419638e-05,2.0040080160419638e-05,2.0040080160419638e-05
2021-10-13,8.016032064227856e-06,8.016032064227856e-06,8.016032064227856e-06
2021-10-26,1e-16,1e-16,1e-16
2021-11-08,4.008016032163927e-06,4.008016032163927e-06,4.008016032163927e-06
2021-11-21,4.008016032163927e-06,4.008016032163927e-06,4.008016032163927e-06
2021-12-04,0.0005370741482966662,0.0006292585170341366,0.0006693386773547758
2021-12-17,0.000553106212424922,0.0006653306613227119,0.000717434869739543
2021-12-30,0.0005330661322646023,0.0006533066132265201,0.000717434869739543
2022-01-12,0.0004328657314630042,0.0005490981963928581,0.000605210420841753
2022-01-25,0.00045691382765538773,0.0005691382765531777,0.0006292585170341366
2022-02-07,0.000496993987976027,0.0006132264529058809,0.0006733466933868397
2022-02-20,0.0005490981963928581,0.0006653306613227119,0.0007214428857716069
2022-03-05,0.0005811623246493694,0.0007054108216433512,0.0007575150300601823
2022-03-18,0.0005731462925852416,0.0006933867735471594,0.0007535070140281183
2022-03-31,0.0005090180360722188,0.0006172344689379448,0.0006693386773547758
2022-04-13,0.00038877755511030097,0.0004809619238477713,0.0005250501002004744
2022-04-26,0.00044088176352713205,0.0005410821643287301,0.0005931863727455612
2022-05-09,0.0005490981963928581,0.0006733466933868397,0.0007374749498998627
2022-05-22,0.0005891783567134973,0.0007214428857716069,0.0007855711422846297
2022-06-04,0.000609218436873817,0.0007535070140281183,0.0008216432865732051
2022-06-17,0.0005410821643287301,0.0006733466933868397,0.0007414829659319266
